timestamp,right_turn_speed,left_turn_speed
1683182192.711482,4.634146341463415,0.5487804878048781
1683182192.818086,4.634146341463415,0.0
1683182192.924812,4.451219512195122,0.06097560975609757
1683182193.0315568,4.939024390243903,0.426829268292683
1683182193.1380477,4.573170731707317,0.12195121951219513
1683182193.244753,4.817073170731708,0.24390243902439027
1683182193.3512547,4.75609756097561,0.24390243902439027
1683182193.4577575,3.414634146341464,-1.7682926829268295
1683182193.564255,4.146341463414634,0.5487804878048781
1683182193.6707542,4.207317073170732,-0.3658536585365854
1683182193.7772784,4.634146341463415,0.24390243902439027
1683182193.8841217,4.634146341463415,0.426829268292683
1683182193.991172,4.817073170731708,0.426829268292683
1683182194.0980654,4.878048780487806,0.6097560975609757
1683182194.2049541,4.75609756097561,0.5487804878048781
1683182194.3119335,4.695121951219512,0.3658536585365854
1683182194.4188669,4.573170731707317,0.30487804878048785
1683182194.525764,4.634146341463415,0.30487804878048785
1683182194.6326704,4.634146341463415,0.3658536585365854
1683182194.7395656,4.75609756097561,0.30487804878048785
1683182194.8464525,4.634146341463415,0.3658536585365854
1683182194.9533572,4.817073170731708,0.24390243902439027
1683182195.0602725,4.51219512195122,0.12195121951219513
1683182195.1671531,4.695121951219512,0.426829268292683
1683182195.2740471,4.634146341463415,0.1829268292682927
1683182195.3809354,4.878048780487806,0.5487804878048781
1683182195.4878287,4.695121951219512,0.30487804878048785
1683182195.5947149,4.451219512195122,0.426829268292683
1683182195.7016363,4.939024390243903,15.365853658536587
1683182195.8088048,4.634146341463415,0.3658536585365854
1683182195.9155817,5.0,0.6707317073170732
1683182196.0225856,4.817073170731708,0.3658536585365854
1683182196.1295393,4.695121951219512,0.426829268292683
1683182196.2364016,4.75609756097561,0.3658536585365854
1683182196.3432148,4.634146341463415,0.12195121951219513
1683182196.4502344,4.573170731707317,0.24390243902439027
1683182196.5571506,4.573170731707317,0.426829268292683
1683182196.6639922,4.75609756097561,0.1829268292682927
1683182196.7710085,4.634146341463415,0.06097560975609757
1683182196.8778708,4.75609756097561,0.3658536585365854
1683182196.9847977,4.75609756097561,0.1829268292682927
1683182197.0917525,4.695121951219512,0.426829268292683
1683182197.20875,4.634146341463415,0.48780487804878053
1683182197.3169253,4.573170731707317,0.24390243902439027
1683182197.4234984,4.75609756097561,0.30487804878048785
1683182197.5300338,4.51219512195122,0.3658536585365854
1683182197.636798,4.695121951219512,0.426829268292683
1683182197.7432716,4.573170731707317,0.6097560975609757
1683182197.849778,4.695121951219512,0.3658536585365854
1683182197.9564884,4.2682926829268295,0.06097560975609757
1683182198.0631657,4.634146341463415,0.24390243902439027
1683182198.1698804,4.573170731707317,0.24390243902439027
